N,p,q
161456,3,161453
161458,5,161453
161460,7,161453
161462,3,161459
161464,3,161461
161466,5,161461
161468,7,161461
161470,11,161459
161472,11,161461
161474,3,161471
161476,5,161471
161478,7,161471
161480,19,161461
161482,11,161471
161484,13,161471
161486,79,161407
161488,17,161471
161490,19,161471
161492,31,161461
161494,23,161471
161496,37,161459
161498,37,161461
161500,29,161471
161502,31,161471
161504,43,161461
161506,3,161503
161508,5,161503
161510,3,161507
161512,5,161507
161514,7,161507
161516,13,161503
161518,11,161507
161520,13,161507
161522,19,161503
161524,3,161521
161526,5,161521
161528,7,161521
161530,3,161527
161532,5,161527
161534,3,161531
161536,5,161531
161538,7,161531
161540,13,161527
161542,11,161531
161544,13,161531
161546,3,161543
161548,5,161543
161550,7,161543
161552,31,161521
161554,11,161543
161556,13,161543
161558,31,161527
161560,17,161543
161562,19,161543
161564,3,161561
161566,3,161563
161568,5,161563
161570,7,161563
161572,3,161569
161574,5,161569
161576,3,161573
161578,5,161573
161580,7,161573
161582,13,161569
161584,11,161573
161586,13,161573
161588,19,161569
161590,17,161573
161592,19,161573
161594,3,161591
161596,5,161591
161598,7,161591
161600,31,161569
161602,3,161599
161604,5,161599
161606,7,161599
161608,17,161591
161610,11,161599
161612,13,161599
161614,3,161611
161616,5,161611
161618,7,161611
161620,29,161591
161622,11,161611
161624,13,161611
161626,53,161573
161628,17,161611
161630,3,161627
161632,5,161627
161634,7,161627
161636,37,161599
161638,11,161627
161640,13,161627
161642,3,161639
161644,3,161641
161646,5,161641
161648,7,161641
161650,11,161639
161652,11,161641
161654,13,161641
161656,17,161639
161658,17,161641
161660,19,161641
161662,3,161659
161664,5,161659
161666,7,161659
161668,29,161639
161670,11,161659
161672,13,161659
161674,47,161627
161676,17,161659
161678,19,161659
161680,41,161639
161682,23,161659
161684,43,161641
161686,3,161683
161688,5,161683
161690,7,161683
161692,53,161639
161694,11,161683
161696,13,161683
161698,59,161639
161700,17,161683
161702,19,161683
161704,113,161591
161706,23,161683
161708,67,161641
161710,71,161639
161712,29,161683
161714,31,161683
161716,89,161627
161718,59,161659
161720,3,161717
161722,5,161717
161724,7,161717
161726,43,161683
161728,11,161717
161730,13,161717
161732,3,161729
161734,3,161731
161736,5,161731
161738,7,161731
161740,11,161729
161742,11,161731
161744,3,161741
161746,3,161743
161748,5,161743
161750,7,161743
161752,11,161741
161754,11,161743
161756,3,161753
161758,5,161753
161760,7,161753
161762,19,161743
161764,3,161761
161766,5,161761
161768,7,161761
161770,17,161753
161772,11,161761
161774,3,161771
161776,3,161773
161778,5,161773
161780,7,161773
161782,3,161779
161784,5,161779
161786,3,161783
161788,5,161783
161790,7,161783
161792,13,161779
161794,11,161783
161796,13,161783
161798,19,161779
161800,17,161783
161802,19,161783
161804,31,161773
161806,23,161783
161808,29,161779
161810,3,161807
161812,5,161807
161814,7,161807
161816,37,161779
161818,11,161807
161820,13,161807
161822,43,161779
161824,17,161807
161826,19,161807
161828,67,161761
161830,23,161807
161832,53,161779
161834,3,161831
161836,5,161831
161838,7,161831
161840,61,161779
161842,3,161839
161844,5,161839
161846,7,161839
161848,17,161831
161850,11,161839
161852,13,161839
161854,23,161831
161856,17,161839
161858,19,161839
161860,29,161831
161862,23,161839
161864,103,161761
161866,59,161807
161868,29,161839
161870,31,161839
161872,3,161869
161874,5,161869
161876,3,161873
161878,5,161873
161880,7,161873
161882,3,161879
161884,3,161881
161886,5,161881
161888,7,161881
161890,11,161879
161892,11,161881
161894,13,161881
161896,17,161879
161898,17,161881
161900,19,161881
161902,23,161879
161904,23,161881
161906,37,161869
161908,29,161879
161910,29,161881
161912,31,161881
161914,3,161911
161916,5,161911
161918,7,161911
161920,41,161879
161922,11,161911
161924,3,161921
161926,3,161923
161928,5,161923
161930,7,161923
161932,11,161921
161934,11,161923
161936,13,161923
161938,17,161921
161940,17,161923
161942,19,161923
161944,23,161921
161946,23,161923
161948,37,161911
161950,3,161947
161952,5,161947
161954,7,161947
161956,83,161873
161958,11,161947
161960,3,161957
161962,5,161957
161964,7,161957
161966,19,161947
161968,11,161957
161970,13,161957
161972,3,161969
161974,3,161971
161976,5,161971
161978,7,161971
161980,3,161977
161982,5,161977
161984,7,161977
161986,3,161983
161988,5,161983
161990,7,161983
161992,23,161969
161994,11,161983
161996,13,161983
161998,29,161969
162000,17,161983
162002,3,161999
162004,5,161999
162006,7,161999
162008,31,161977
162010,3,162007
162012,5,162007
162014,3,162011
162016,5,162011
162018,7,162011
162020,3,162017
162022,5,162017
162024,7,162017
162026,19,162007
162028,11,162017
162030,13,162017
162032,61,161971
162034,17,162017
162036,19,162017
162038,31,162007
162040,23,162017
162042,31,162011
162044,37,162007
162046,29,162017
162048,31,162017
162050,43,162007
162052,41,162011
162054,37,162017
162056,3,162053
162058,5,162053
162060,7,162053
162062,3,162059
162064,5,162059
162066,7,162059
162068,61,162007
162070,11,162059
162072,13,162059
162074,67,162007
162076,17,162059
162078,19,162059
162080,73,162007
162082,3,162079
162084,5,162079
162086,7,162079
162088,29,162059
162090,11,162079
162092,13,162079
162094,3,162091
162096,5,162091
162098,7,162091
162100,41,162059
162102,11,162091
162104,13,162091
162106,47,162059
162108,17,162091
162110,19,162091
162112,3,162109
162114,5,162109
162116,7,162109
162118,59,162059
162120,11,162109
162122,3,162119
162124,5,162119
162126,7,162119
162128,19,162109
162130,11,162119
162132,13,162119
162134,43,162091
162136,17,162119
162138,19,162119
162140,31,162109
162142,23,162119
162144,53,162091
162146,3,162143
162148,5,162143
162150,7,162143
162152,43,162109
162154,11,162143
162156,13,162143
162158,67,162091
162160,17,162143
162162,19,162143
162164,73,162091
162166,23,162143
162168,59,162109
162170,61,162109
162172,29,162143
162174,31,162143
162176,67,162109
162178,59,162119
162180,37,162143
162182,73,162109
162184,41,162143
162186,43,162143
162188,79,162109
162190,47,162143
162192,73,162119
162194,103,162091
162196,53,162143
162198,79,162119
162200,109,162091
162202,59,162143
162204,61,162143
162206,97,162109
162208,89,162119
162210,67,162143
162212,3,162209
162214,5,162209
162216,7,162209
162218,109,162109
162220,11,162209
162222,13,162209
162224,3,162221
162226,5,162221
162228,7,162221
162230,139,162091
162232,3,162229
162234,5,162229
162236,7,162229
162238,17,162221
162240,11,162229
162242,13,162229
162244,23,162221
162246,17,162229
162248,19,162229
162250,29,162221
162252,23,162229
162254,3,162251
162256,5,162251
162258,7,162251
162260,3,162257
162262,5,162257
162264,7,162257
162266,3,162263
162268,5,162263
162270,7,162263
162272,3,162269
162274,5,162269
162276,7,162269
162278,199,162079
162280,3,162277
162282,5,162277
162284,7,162277
162286,17,162269
162288,11,162277
162290,3,162287
162292,3,162289
162294,5,162289
162296,3,162293
162298,5,162293
162300,7,162293
162302,13,162289
162304,11,162293
162306,13,162293
162308,19,162289
162310,17,162293
162312,19,162293
162314,37,162277
162316,23,162293
162318,29,162289
162320,31,162289
162322,29,162293
162324,31,162293
162326,37,162289
162328,41,162287
162330,37,162293
162332,43,162289
162334,41,162293
162336,43,162293
162338,61,162277
162340,47,162293
162342,53,162289
162344,67,162277
162346,3,162343
162348,5,162343
162350,7,162343
162352,59,162293
162354,11,162343
162356,13,162343
162358,71,162287
162360,17,162343
162362,3,162359
162364,5,162359
162366,7,162359
162368,79,162289
162370,11,162359
162372,13,162359
162374,31,162343
162376,17,162359
162378,19,162359
162380,37,162343
162382,23,162359
162384,41,162343
162386,43,162343
162388,29,162359
162390,31,162359
162392,3,162389
162394,3,162391
162396,5,162391
162398,7,162391
162400,11,162389
162402,11,162391
162404,13,162391
162406,17,162389
162408,17,162391
162410,19,162391
162412,23,162389
162414,23,162391
162416,3,162413
162418,5,162413
162420,7,162413
162422,3,162419
162424,5,162419
162426,7,162419
162428,37,162391
162430,11,162419
162432,13,162419
162434,43,162391
162436,17,162419
162438,19,162419
162440,97,162343
162442,3,162439
162444,5,162439
162446,7,162439
162448,29,162419
162450,11,162439
162452,13,162439
162454,3,162451
162456,5,162451
162458,7,162451
162460,3,162457
162462,5,162457
162464,7,162457
162466,47,162419
162468,11,162457
162470,13,162457
162472,53,162419
162474,17,162457
162476,3,162473
162478,5,162473
162480,7,162473
162482,31,162451
162484,11,162473
162486,13,162473
162488,31,162457
162490,17,162473
162492,19,162473
162494,37,162457
162496,3,162493
162498,5,162493
162500,7,162493
162502,3,162499
162504,5,162499
162506,7,162499
162508,89,162419
162510,11,162499
162512,13,162499
162514,41,162473
162516,17,162499
162518,19,162499
162520,3,162517
162522,5,162517
162524,7,162517
162526,3,162523
162528,5,162523
162530,3,162527
162532,3,162529
162534,5,162529
162536,7,162529
162538,11,162527
162540,11,162529
162542,13,162529
162544,17,162527
162546,17,162529
162548,19,162529
162550,23,162527
162552,23,162529
162554,31,162523
162556,3,162553
162558,5,162553
162560,3,162557
162562,5,162557
162564,7,162557
162566,3,162563
162568,5,162563
162570,7,162563
162572,19,162553
162574,11,162563
162576,13,162563
162578,61,162517
162580,3,162577
162582,5,162577
162584,7,162577
162586,23,162563
162588,11,162577
162590,13,162577
162592,29,162563
162594,17,162577
162596,3,162593
162598,5,162593
162600,7,162593
162602,73,162529
162604,3,162601
162606,5,162601
162608,7,162601
162610,17,162593
162612,11,162601
162614,3,162611
162616,5,162611
162618,7,162611
162620,19,162601
162622,11,162611
162624,13,162611
162626,3,162623
162628,5,162623
162630,7,162623
162632,3,162629
162634,5,162629
162636,7,162629
162638,37,162601
162640,11,162629
162642,13,162629
162644,3,162641
162646,5,162641
162648,7,162641
162650,73,162577
162652,3,162649
162654,5,162649
162656,7,162649
162658,17,162641
162660,11,162649
162662,13,162649
162664,23,162641
162666,17,162649
162668,19,162649
162670,29,162641
162672,23,162649
162674,3,162671
162676,5,162671
162678,7,162671
162680,3,162677
162682,5,162677
162684,7,162677
162686,3,162683
162688,5,162683
162690,7,162683
162692,43,162649
162694,3,162691
162696,5,162691
162698,7,162691
162700,17,162683
162702,11,162691
162704,13,162691
162706,3,162703
162708,5,162703
162710,7,162703
162712,3,162709
162714,5,162709
162716,3,162713
162718,5,162713
162720,7,162713
162722,13,162709
162724,11,162713
162726,13,162713
162728,19,162709
162730,3,162727
162732,5,162727
162734,3,162731
162736,5,162731
162738,7,162731
162740,13,162727
162742,3,162739
162744,5,162739
162746,7,162739
162748,17,162731
162750,11,162739
162752,3,162749
162754,3,162751
162756,5,162751
162758,7,162751
162760,11,162749
162762,11,162751
162764,13,162751
162766,17,162749
162768,17,162751
162770,19,162751
162772,23,162749
162774,23,162751
162776,37,162739
162778,29,162749
162780,29,162751
162782,3,162779
162784,5,162779
162786,7,162779
162788,37,162751
162790,3,162787
162792,5,162787
162794,3,162791
162796,5,162791
162798,7,162791
162800,13,162787
162802,11,162791
162804,13,162791
162806,19,162787
162808,17,162791
162810,19,162791
162812,61,162751
162814,23,162791
162816,29,162787
162818,31,162787
162820,29,162791
162822,31,162791
162824,3,162821
162826,3,162823
162828,5,162823
162830,7,162823
162832,3,162829
162834,5,162829
162836,7,162829
162838,17,162821
162840,11,162829
162842,3,162839
162844,5,162839
162846,7,162839
162848,19,162829
162850,3,162847
162852,5,162847
162854,7,162847
162856,3,162853
162858,5,162853
162860,7,162853
162862,3,162859
162864,5,162859
162866,7,162859
162868,29,162839
162870,11,162859
162872,13,162859
162874,53,162821
162876,17,162859
162878,19,162859
162880,41,162839
162882,23,162859
162884,3,162881
162886,5,162881
162888,7,162881
162890,31,162859
162892,3,162889
162894,5,162889
162896,7,162889
162898,17,162881
162900,11,162889
162902,13,162889
162904,3,162901
162906,5,162901
162908,7,162901
162910,3,162907
162912,5,162907
162914,7,162907
162916,137,162779
162918,11,162907
162920,3,162917
162922,5,162917
162924,7,162917
162926,19,162907
162928,11,162917
162930,13,162917
162932,31,162901
162934,17,162917
162936,19,162917
162938,31,162907
162940,3,162937
162942,5,162937
162944,7,162937
162946,29,162917
162948,11,162937
162950,3,162947
162952,5,162947
162954,7,162947
162956,19,162937
162958,11,162947
162960,13,162947
162962,61,162901
162964,17,162947
162966,19,162947
162968,31,162937
162970,23,162947
162972,71,162901
162974,3,162971
162976,3,162973
162978,5,162973
162980,7,162973
162982,11,162971
162984,11,162973
162986,13,162973
162988,17,162971
162990,17,162973
162992,3,162989
162994,5,162989
162996,7,162989
162998,61,162937
163000,3,162997
163002,5,162997
163004,7,162997
163006,3,163003
163008,5,163003
163010,7,163003
163012,23,162989
163014,11,163003
163016,13,163003
163018,29,162989
163020,17,163003
163022,3,163019
163024,3,163021
163026,5,163021
163028,7,163021
163030,3,163027
163032,5,163027
163034,7,163027
163036,17,163019
163038,11,163027
163040,13,163027
163042,23,163019
163044,17,163027
163046,19,163027
163048,29,163019
163050,23,163027
163052,31,163021
163054,83,162971
163056,29,163027
163058,31,163027
163060,41,163019
163062,41,163021
163064,3,163061
163066,3,163063
163068,5,163063
163070,7,163063
163072,11,163061
163074,11,163063
163076,13,163063
163078,17,163061
163080,17,163063
